CO_CNES;CO_IBGE;NO_FANTASIA;ESTADO;MUNICIPIO;CO_CEP;NO_BAIRRO;NO_LOGRADOURO;NU_ENDERECO;NO_COMPLEMENTO;NU_LATITUDE;NU_LONGITUDE
7074824;2604106;HOSPITAL SANTA AGUEDA;PE;CARUARU;55016400;UNIVERSITARIO;AVENIDA PORTUGAL;1357;;-8.261183377547074;-35.96522569656372
7084439;2606002;REDE DE LABORATORIOS GALVAO;PE;GARANHUNS;55293230;HELIOPOLIS;AVENIDA DJALMA DUTRA;51;;-8.886004470338145;-36.48164749145508
5853559;2611606;IOPE;PE;RECIFE;50070480;ILHA DO LEITE;RUA ANTONIO GOMES DE FREITAS;265;3 ANDAR;-8.06703605;-34.89518053098
5784069;2601904;CONSULTORIO PEDIATRICO DRA CARMELINDA FILGUEIRA;PE;BEZERROS;55660000;ROSARIO;RUA APRIGIO AMORIM;67;;-8.238763875694579;-35.75524628162384
5789656;2610004;CTRMS;PE;PALMARES;55540000;SANTA ROSA;AV JOSE AMERICO DE MIRANDA;S/N;;-8.686446;-35.591452
5791995;2701704;NUCLEO DE APOIO A SAUDE DA FAMILIA;AL;CAPELA;57780000;CENTRO;TRAVESSA MANOEL;S/N;;-9.40786929250444;-36.073243618011475
5757606;2704005;LABORATORIO MUNICIPAL GOVERNADOR JOSE TAVARES;AL;JUNQUEIRO;57270000;CENTRO;RUA SANTOS PACHECO;S/N;;-9.925;-36.476
6980384;2611606;US 206 USA 01;PE;RECIFE;50060140;BOA VISTA;AV MANOEL BORBA;951;;-8.0191679;-34.8492423
6983545;2611606;US 212 MOTOLANCIA 01;PE;RECIFE;50060140;BOA VISTA;AV MANOEL BORBA;951;;-8.0191679;-34.8492423
7893124;2613602;CLIMAGEM;PE;SAO JOSE DO EGITO;56700000;CENTRO;RUA PAULO SOARES;08;SALA 03;-7.4785957;-37.2745808
5853206;2604106;VIRGINIA LUCIA VIDAL RODRIGUES SOUZA;PE;CARUARU;55006280;CENTRO;RUA FLORIANO PEIXOTO;122;;-8.2835961;-35.9725998
5854911;2611002;POSTO DE SAUDE INDIGENA MUNDO NOVO TEREZA A DE CARVALHO;PE;PETROLANDIA;56460000;AREA RURAL;ALDEIA INDIGENA MUNDO NOVO;S/N;AREA RURAL;-9.069;-38.303
6975496;2604106;SEMTRAL DE SERVICO DE MEDICINA DO TRABALHO S C LTDA;PE;CARUARU;55002130;CENTRO;RUA 1 DE MAIO;63;;-8.286314215070098;-35.967838168144226
6016510;2604106;CRISTIANE CAVALCANTI G GOMES;PE;CARUARU;55004400;CENTRO;RUA TRES DE MAIO;235;;-8.2837078;-35.9742268
6016626;2604106;TEREZA CRISTINA CORDEIRO DA SILVA;PE;CARUARU;55004280;CENTRO;PRACA TEOTONIO VILELA;113;;-8.28468983678676;-35.9716871380806
6983596;2611606;US 213 MOTOLANCIA 02;PE;RECIFE;50060140;BOA VISTA;AV MANOEL BORBA;951;;-8.0191679;-34.8492423
6983669;2611606;US 214 MOTOLANCIA 03;PE;RECIFE;52081000;CASA AMARELA;AV NORTE MIGUEL ARRAES DE ALENCAR;6465;POL BARROS LIMA;-8.0261236;-34.9056452
6027040;2604106;BIANCA MOURA MEDEIROS MOROTO;PE;CARUARU;55012640;MAURICO DE NASSAU;AV PEDRO JORDAO;554;;-8.276366120000294;-35.971641540527344
6027164;2604106;HUMBERTO VIEIRA SOBREIRA;PE;CARUARU;55012100;MAURICIO DE NASSAU;RUA GONCALVES DIAS;302;SALA 02;-8.2769735;-35.9728935
6025196;2606002;CONSULTORIO ODONTOLOGICO DRA ANGELA MARIA LIMA;PE;GARANHUNS;55293040;HELIOPOLIS;RUA MANOEL CLEMENTE;21;;-8.8938779;-36.4914096
6013562;2702306;CONSULTORIO ODONTOLOGICO;AL;CORURIPE;57230000;CENTRO;RUA LAGO SANTO ANTONIO;98;;-10.131666041662255;-36.1743950843811
6977960;2702405;POSTO DE SAUDE PERPETUA BEZERRA;AL;DELMIRO GOUVEIA;57480000;ZONA RURAL;POVOADO RABECA;S/N;;-9.41014;-38.021307
9405178;2704302;CLINICA ESPACO CORPORALE;AL;MACEIO;57051520;FAROL;RUA PRINCESA IZABEL;236;;-9.6538034;-35.7311833
6023169;2603702;NASF NUCLEO DE APOIO A SAUDE DE FAMILIA;PE;CANHOTINHO;55420000;CENTRO;RUA PAULO FERNANDES DE SIQUEIRA;S/N;;-8.882;-36.191
6957730;2611606;BORIS BERENSTEIN BOA VIAGEM;PE;RECIFE;51021310;BOA VIAGEM;RUA RIBEIRO DE BRITO;590;;-8.1230919;-34.9021161
6953336;2604007;LUIZ HENRIQUE C SIMOES;PE;CARPINA;55819901;CENTRO;AVENIDA ESTACIO COIMBRA;352;;-7.8453607;-35.2544115
6946208;2606705;SECRETARIA MUNICIPAL DE SAUDE;PE;IBIRAJUBA;55390000;CENTRO;RUA DAS FLORES SN;S/N;;-8.580236168369385;-36.17851495742798
6934633;2613701;LABORATORIO GILSON CIDRIM;PE;SAO LOURENCO DA MATA;54735000;CENTRO;AV DR FRANCISCO CORREIA;1025;;-7.99548737317998;-35.04166603088379
6934692;2606804;GRUPO RECANTO UNIDADE I;PE;IGARASSU;53640360;AGAMENON MAGALHAES;AV SEVERINO TAVARES UCHOA;2000;;-7.825416;-34.924454
6962122;2611101;SAMU 192 PETROLINA USB 15;PE;PETROLINA;56310270;COHAB MASSANGANO;RUA MARTINIANO CANDIDO DA SILVA;S/N;;-9.393;-40.508
6962203;2611101;SAMU 192 PETROLINA USB 20;PE;PETROLINA;56310270;COHAB MASSANGANO;RUA MARTINIANO CANDIDO DA SILVA;S/N;;-9.393;-40.508
6962270;2611101;SAMU 192 PETROLINA USA 18;PE;PETROLINA;56310270;COHAB MASSANGANO;RUA MARTINIANO CANDIDO DA SILVA;S/N;;-9.393;-40.508
6962386;2611101;SAMU 192 PETROLINA MOTOLANCIA;PE;PETROLINA;56310270;COHAB MASSANGANO;RUA MARTINIANO CANDIDO DA SILVA;S/N;;-9.393;-40.508
6489699;2704302;AMBULATORIO DE ESPECIALIDADES DA UNCISAL;AL;MACEIO;57025890;POCO;RUA PEDRO AMERICO;1076;;-9.666;-35.735
7863403;2704302;CONSULTORIO ARIANA DE HOLANDA;AL;MACEIO;57040220;JACINTINHO;RUA BOMFIM;101;;-9.666034537898158;-35.73498487472534
7097794;2706703;UPA II ANTONIO DE JESUS;AL;PENEDO;57200000;SANTA LUZIA;RUA EUTIQUIO LOPES;S/N;;-10.29;-36.586
7094582;2706307;CLINICA NETO MARQUES;AL;PALMEIRA DOS INDIOS;57601120;SAO CRISTOVAO;LARGO SAO CRISTOVAO;50;;-9.407;-36.628
7098677;2706307;JOSE RICARDO SOARES JUNIOR ME;AL;PALMEIRA DOS INDIOS;57601010;SAO CRISTOVAO;RUA PEDRO SOARES DA MOTA;196;SALA 02;-9.407;-36.628
7096925;2613909;CLINICA ESPECIALIZADA OFTALMOLOGICA;PE;SERRA TALHADA;56912110;VARZEA;RUA VEREADOR SILVINO CORDEIRO DE SIQUEIRA;789;PREDIO;-7.9909203;-38.2906405
7099797;2615706;LABORATORIO DE PROTESE DENTARIA;PE;TRIUNFO;56870000;CENTRO;AV GETULIO VARGAS;124;;-7.836893;-38.102702
5617243;2600203;SECRETARIA MUNICIPAL DE SAUDE DE AFRANIO PE;PE;AFRANIO;56360000;CENTRO;RUA SETE DE SETEMBRO;139;B;-8.515066295527966;-41.00788593292236
5599512;2607901;USF MARIA DE SOUZA RAMOS UR 11;PE;JABOATAO DOS GUARARAPES;54100020;ZUMBI DO PACHECO;RUA MANOEL BOTELHO DE OLIVEIRA;S/N;CASA;-8.131091;-34.964308
5600405;2601201;CONSULTORIO DE SANDRO PEREIRA DE MELLO;PE;ARCOVERDE;56506650;CENTRO;RUA APRIGIO ESTEVAO TAVARES;67;;-8.4194583;-37.0606284
5552680;2605509;PSF PEDRO TAVARES DE MELO;PE;FERREIROS;55880000;CENTRO;RUA SAO VICENTE DE PAULA;39;;-7.4496136219211495;-35.245792865753174
5617537;2613008;FISIOUNA;PE;SAO BENTO DO UNA;55370000;CENTRO;RUA JOAQUIM NABUCO;25;;-8.520971033107871;-36.4441180229187
5938635;2607307;NASF I;PE;IPUBI;56260000;CENTRO;AV JOAO EUGENIO DA SILVA;S/N;;-7.652;-40.149
5939771;2609600;AUXILIADORA MARIA DE SOUZA MOREIRA;PE;OLINDA;53030010;BAIRRO NOVO;AV PRESIDENTE GETULIO VARGAS;1219;SALA 04;-8.0010436;-34.8401247
5977207;2706703;NASF SANTA LUZIA;AL;PENEDO;57200000;DOM CONSTANTINO;RUA ITAPORANGA;S/N;;-10.29;-36.586
6224059;2704401;USF DR GETULIO IZIDORO DA ROCHA;AL;MAJOR ISIDORO;57580000;CENTRO;LOTEAMENTO TERRA DO LEITE;S/N;;-9.537865109492298;-36.9915246963501
7098812;2611101;KLINIK;PE;PETROLINA;56304090;CENTRO;RUA MAJOR ALCIDES PADILHA;60;;-9.3956324;-40.497391
7072368;2614808;PHARMED;PE;TACARATU;56480000;CENTRO;RUA CAVALCANTE NOZINHO;253;;-9.103818217130122;-38.14780354499817
7080964;2706307;MONICA RIBEIRO BRANDAO ME;AL;PALMEIRA DOS INDIOS;57601010;SAO CRISTOVAO;RUA PEDRO SOARES DA MOTA;196;;-9.407;-36.628
7062419;2607208;ULTRARAD;PE;IPOJUCA;55590000;CENTRO;RUA DO COMERCIO;80;SALA 109;-8.5149913;-35.1248036
7065876;2607208;SAMU USB 2 IPOJUCA;PE;IPOJUCA;55590000;NOSSA SENHORA DO O;RUA RODOVIA PE 38;81;;-8.44096021451325;-35.01394271850586
5994861;2601201;CONSULTORIO CRISTIAN AGUIAR CORDEIRO;PE;ARCOVERDE;56506500;CENTRO;RUA PRUDENTE DE MORAES;196;;-8.419;-37.054
5991366;2608107;NASF JOAO ALFREDO;PE;JOAO ALFREDO;55720000;ASA BRANCA;RUA FIRMINO JOSE DE MOURA;15;;-7.8654571;-35.5901871
7064985;2602902;CECLIM;PE;CABO DE SANTO AGOSTINHO;54510360;SAO JUDAS TADEU;AVENIDA HISTORIADOR PEREIRA DA COSTA;540;;-8.287;-35.035
7058950;2603900;LABORATORIO DE PROTESE DENTARIA DO PAJEU;PE;CARNAIBA;56820000;CENTRO;RUA JOSE MARTINS;144;CASA;-7.805497940293261;-37.79292583465576
7060203;2700300;ESPACO INTEGRADO SER;AL;ARAPIRACA;57300070;CENTRO;FERNANDES LIMA;581;;-9.7519868;-36.6587565
7063849;2700300;GLAUCE KELLY LIMA COSTA;AL;ARAPIRACA;57300400;CENTRO;RUA DR PEDRO CORREIA;03;;-9.752;-36.661
5927366;2611101;UBS SIMAO PEDRO COELHO;PE;PETROLINA;56304020;PROJETO SENADOR NILO;TRAVESSA DA RUA B;S/N;;-9.393;-40.508
5982022;2612604;USF SANTA LUZIA;PE;SANTA MARIA DA BOA VISTA;56380000;JOSE LUSTOSA;RUA ONZE;140;;-8.794143438930854;-39.827700555324554
5617502;2613008;ANGELICA TORRES FISIOTERAPIA;PE;SAO BENTO DO UNA;55370000;CENTRO;RUA VEREADOR JOSE MANSO SILVA;21;;-8.523;-36.444
7041225;2600302;APAE AGRESTINA;PE;AGRESTINA;55495000;CENTRO;RUA MARCIANO LOPES DOS SANTOS;43;;-8.458;-35.945
5601924;2604502;CAPS ANTONIO BATISTA CARNEIRO;PE;CHA GRANDE;55636000;CENTRO;RUA DOM LUIS;S/N;CASA;-8.238;-35.462
7067968;2608255;NASF JUCATI;PE;JUCATI;55398000;CENTRO;RUA RUI BARBOSA;S/N;;-8.707625873240438;-36.48628234863281
7065914;2611101;NUCLEO AMPLIADO DE SAUDE DA FAMILIA NASF AB 5;PE;PETROLINA;56304430;VILA MOCO;RUA PROJETADA;S/N;;-9.393;-40.508
7066996;2611101;AMBULATORIO MEDICO DA SUCOVALLE;PE;PETROLINA;56332175;DISTRITO INDUSTRIAL;QUADRA H;S/N;LOTES 10 A 13;-9.4386195;-40.4903922
7066988;2611200;CENTRAL DE ARMAZENAGEM E DIST CEADIM MUNICIPAL POCAO;PE;POCAO;55240000;CENTRO;RUA JOSE CONRADO;S/N;;-8.186110485938515;-36.7037558555603
7059035;2615300;CAPS I TUCANO;PE;TIMBAUBA;55870000;JARDIM GUARANI;RUA PAULO JOSE SANTOS;S/N;;-7.5033336185747475;-35.31746685504913
7063962;2704302;MAGIS FISIOTERAPIA;AL;MACEIO;57010105;PRADO;RUA CORONEL MENDES DA FONSECA;646;;-9.665971078768072;-35.73498487472534
7058063;2702603;CAPS DOMINGOS APOSTOLO DE LIRA;AL;FEIRA GRANDE;57340000;CENTRO;RUA JANUARIO JOSE DE LIRA;S/N;;-9.9;-36.678
7054831;2704203;UNIDADE DE SAUDE DA FAMILIA MIRACEMA;AL;LIMOEIRO DE ANADIA;57260000;ZONA RURAL;SITIO MIRACEMA;S/N;;-9.676176;-36.543516
7006632;2604106;CLINICA DE PSICOLOGIA DE CARUARU;PE;CARUARU;55012380;MAURICIO DE NASSAU;RUA SILVINO MACEDO;310;;-8.281417;-35.9689373
7006640;2604106;CLINICA DR JOAO RODRIGUES;PE;CARUARU;55014100;MAURICIO DE NASSAU;RUA RAUL PARANHOS;139;;-8.268461611313464;-35.976828932762146
7003595;2611101;ODONTOVITTA;PE;PETROLINA;56302000;CENTRO;AVENIDA GUARARAPES;2250;1 ANDAR;-9.3997398;-40.4997838
7006659;2615706;DERMACLIN;PE;TRIUNFO;56870000;CENTRO;RUA OLIMPIO WANDERLEY;30;;-7.838;-38.102
7004540;2615706;TRIUNFISIO CONT DE FISIO REABILITACAO E MASSOTERAPIA;PE;TRIUNFO;56870000;GUANABARA;RUA GALDINO DINIZ;250;2;-7.838;-38.102
7005458;2615706;CLINICA DE ESTETICA SAO FRANCISCO;PE;TRIUNFO;56870000;BOM JESUS;RUA OLAVO GOMES DE OLIVEIRA;517;;-7.838;-38.102
7007760;2615706;CONSULTORIO ODONTOLOGICO DR CARLINDO JUNIOR;PE;TRIUNFO;56870000;CENTRO;RUA ISAIAS LIMA;102;;-7.8377991;-38.1025172
5616298;2708006;HOSPITAL REGIONAL DE SANTANA DO IPANEMA;AL;SANTANA DO IPANEMA;57500000;SANTO ANTONIO;AV JOAO AGOSTINHO DOS SANTOS;S/N;;-9.3606954;-37.3091568
6340598;2606002;CTA COAS GARANHUNS;PE;GARANHUNS;55296350;BOA VISTA;RUA MATO GROSSO DO NORTE;26;;-8.89;-36.493
6326471;2607901;AURORA DIAS DE ALICRIM MENEZES;PE;JABOATAO DOS GUARARAPES;54440055;CANDEIAS;AVENIDA PRESIDENTE CASTELO BRANCO;2967;CASA;-8.2030916;-34.9187238
6983243;2611606;US 208 USA 03;PE;RECIFE;50060140;BOA VISTA;AV MANOEL BORBA;951;;-8.0191679;-34.8492423
6983685;2611606;US 102 VIR 01 VEICULO DE INTERVENCAO RAPIDA;PE;RECIFE;50060140;BOA VISTA;AV MANOEL BORBA;951;;-8.05953625;-34.8937530988964
5987989;2700300;PRO OLHOS CONSULTORIO OFTALMOLOGICO RUBIA MARQUES O VIEIRA;AL;ARAPIRACA;57301270;SAO LUIZ;RUA SINESIO FERREIRA LIMA;332;;-9.752;-36.661
7001312;2600054;CAF ABREU E LIMA;PE;ABREU E LIMA;53550080;CAETES VELHO;R TUPA;S/N;;-7.906685796149171;-34.91062670946121
7001126;2602605;LABORATORIO DE PROTESE DENTARIA;PE;BREJO DA MADRE DE DEUS;55170000;CENTRO;RUA SAO JOSE;133;;-8.1517979;-36.3702625
6994652;2603009;CENTRO ODONTOLOGICO ODONTOCAB;PE;CABROBO;56180970;CENTRO;AVENIDA SAO FRANCISCO;423;;-8.50882192315653;-39.311603307724
6994083;2604007;LUIZ GUSTAVO LOBATO EVANGELISTA;PE;CARPINA;55819901;SANTACRUZ;AVENIDA GETULIO VARGAS;460;;-7.843910937197584;-35.25293827056885
6984703;2604106;INCITO DIAGNOSTICO LTDA;PE;CARUARU;55014320;MAURICIO DE NASSAU;AVENIDA DOUTOR PEDRO JORDAO;1252;;-8.2719502;-35.973296
6994857;2604106;CONSULTORIO MEDICO JOSE AMADEU;PE;CARUARU;55002130;NOSSA SENHORA DAS DO;RUA 1 DE MAIO;63;1 ANDAR;-8.28683178517302;-35.96802860498428
6995047;2604106;CONSULTORIO DE NUTRICAO;PE;CARUARU;55014000;MAURICIO DE NASSAU;AV AGAMEMON MAGALHAES;1036;2 ANDAR SALA 204;-8.27630241740764;-35.9731650352478
6995071;2604106;CONSULTORIO DE NUTRICAO;PE;CARUARU;55014000;MAURICIO DE NASSAU;AV AGAMENON MAGALHAES;1036;2 ANDAR SALA 204;-8.2737812;-35.9740891
6983332;2611606;US 192 AMBULANCIA 05;PE;RECIFE;50771550;CORDEIRO;RUA CANTORA CLARA NUNES;183;DS IV;-8.0436348;-34.9193091
6983340;2611606;US 193 AMBULANCIA 06;PE;RECIFE;50770400;AFOGADOS;RUA LONDRINA;S/N;POL BANDEIRA FILHO;-8.0791108;-34.9104707
6983367;2611606;US 194 AMBULANCIA 07;PE;RECIFE;50770400;AFOGADOS;RUA LONDRINA;S/N;POL BANDEIRA FILHO;-8.0791108;-34.9104707
6983413;2611606;US 197 AMBULANCIA 10;PE;RECIFE;51230000;IBURA;AV DOIS RIOS;S/N;POL ARNALDO MARQUES;-8.1103464;-34.9368462
6983472;2611606;US 200 AMBULANCIA 13;PE;RECIFE;52081000;CASA AMARELA;AV NORTE MIGUEL ARRAES DE ALENCAR;6465;POL BARROS LIMA;-8.0261236;-34.9056452
6983480;2611606;US 201 AMBULANCIA 14;PE;RECIFE;52081000;CASA AMARELA;AV NORTE MIGUEL ARRAES DE ALENCAR;6465;POL BARROS LIMA;-8.0261236;-34.9056452
6983499;2611606;US 202 AMBULANCIA 15;PE;RECIFE;52111000;TAMARINEIRA;ESTRADA VELHA DA AGUA FRIA;S/N;POL SALOMAO KELNER;-8.054;-34.881
6983502;2611606;US 203 AMBULANCIA 16;PE;RECIFE;52111000;TAMARINEIRA;ESTRADA VELHA DA AGUA FRIA;S/N;POL SALOMAO KELNER;-8.054;-34.881
6983324;2611606;US 191 AMBULANCIA 04;PE;RECIFE;50060140;BOA VISTA;AV MANOEL BORBA;951;;-8.0191679;-34.8492423
6983375;2611606;US 195 AMBULANCIA 08;PE;RECIFE;50770400;AFOGADOS;RUA LONDRINA;S/N;POL BANDEIRA FILHO;-8.0791108;-34.9104707
6983391;2611606;US 196 AMBULANCIA 09;PE;RECIFE;51230000;IBURA;AV DOIS RIOS;S/N;POL ARNALDO MARQUES;-8.1103464;-34.9368462
6983421;2611606;US 198 AMBULANCIA 11;PE;RECIFE;51021190;BOA VIAGEM;AV BEIRA MAR;666;GBMAR;-7.9604247;-34.8300933
6983464;2611606;US 199 AMBULANCIA 12;PE;RECIFE;52081000;CASA AMARELA;AV NORTE MIGUEL ARRAES DE ALENCAR;6465;POL BARROS LIMA;-8.0261236;-34.9056452
6983510;2611606;US 204 AMBULANCIA 17;PE;RECIFE;50790000;CURADO;RODOVIA BR 101 SUL KM 70;S/N;CEASA;-8.054;-34.881
6995268;2614006;CLIMESE CLINICA MEDICA DE SERRITA;PE;SERRITA;56140000;CENTRO;RUA BOM JOSE LOPES;158;;-7.933;-39.296
6990584;2613008;CENTRO ODONTOLOGICO DE SAO BENTO DO UNA;PE;SAO BENTO DO UNA;55370000;CENTRO;ANENIDA MANOEL CANDIDO;S/N;;-8.52398437708208;-36.45096302032471
6995217;2614006;LABORATORIO DE PROTESES DENTARIA CENTRAL;PE;SERRITA;56140000;CENTRO;DOM JOSE LOPES;1586;;-7.933;-39.296
6968929;2615300;UNE SAUDE LTDA;PE;TIMBAUBA;55870000;CENTRO;AVENIDA ISMAEL GOUVEIA;215;;-7.5122909;-35.3194184
6998402;2615409;USF CENTRO II;PE;TORITAMA;55125000;ANTAO;RUA DO MATADOURO;30;;-8.001500819238345;-36.050240993499756
6991890;2616407;CLINICA DE ECOCARDIOGRAFIA KATARINA FERRER;PE;VITORIA DE SANTO ANTAO;55612410;MATRIZ;DOUTOR JOSE RUFINO BEZERRA;1;;-8.118;-35.291
6991386;2700300;CONSULTORIO DR HAMILTON PIMENTEL;AL;ARAPIRACA;57300510;CENTRO;PRACA ANTONIO RIBEIRO;05;SALA 4;-9.752;-36.661
6998720;2700300;UBS RIACHO SECO;AL;ARAPIRACA;57302200;CANAFISTULA;RUA ANTONIO FELICIANO;1079;;-9.7635676;-36.6282812
6992315;2704302;CONSULTORIO MEDICO KLINGER VAGNER TEIXEIRA DA COSTA;AL;MACEIO;57055000;FAROL;AV TOMAS ESPINDOLA;507;SALA 106;-9.6591879;-35.7330557
6992358;2704302;CONS MEDICO MARIO JORGE FRASSY FEIJO;AL;MACEIO;57036001;JATIUCA;AV DR ANTONIO GOMES DE BARROS;625;SALA 204;-9.665971078768072;-35.73500633239746
6991912;2707503;UNIDADE BASICA DE SAUDE DEMERON DOS SANTOS;AL;PORTO REAL DO COLEGIO;57290000;CENTRO;RUA SAO JOSE;S/N;PREDIO;-10.185039572536589;-36.836189925670624
6002730;2611101;NEURO CENTER;PE;PETROLINA;56304040;CENTRO;RUA JOAQUIM NABUCO;649;SALA 03;-8.9980124;-40.271579
5996287;2706901;BIOCLINICO;AL;PILAR;57150000;CHA DO PILAR;AV OTACILIO CAVALCANTE;48;;-9.591567612179185;-35.95254421234131
6990592;2600054;SAMU 192 ABREU E LIMA USB 02;PE;ABREU E LIMA;53550080;CAETES VELHO;R TUPA;S/N;;-7.906635318648953;-34.91053283214569
6988873;2607604;USF CHIE;PE;ILHA DE ITAMARACA;53900000;SALINAS;1 TRAVESSA DA SALINAS;7;;-7.739367031285213;-34.832518100738525
6970516;2613701;CAPS SAO LOURENCO MARTIR;PE;SAO LOURENCO DA MATA;54720683;MURIBARA;RUA BARAO DE CARUARU;116;;-8.001174;-35.047413
6010989;2709152;USF 15 NEUZA JOSEFA DO NASCIMENTO FIRMINO;AL;TEOTONIO VILELA;57265000;CENTRO;RUA VEREADOR MANOEL FIRMINO;179;;-9.905139;-36.357222
6985173;2706307;SALUTE ESPECIALIDADE MEDICAS;AL;PALMEIRA DOS INDIOS;57601010;SAO CRISTOVAO;RUA PEDRO SOARES DA MOTA;196;;-9.407;-36.628
6990606;2607604;SAMU ILHA DE ITAMARACA USB 02;PE;ILHA DE ITAMARACA;53900000;BAIXA VERDE;RUA SIZENANDO CORDEIRO GALVAO;80;;-7.75230223105831;-34.82523053884506
6973698;2704302;NEURO ATUAL;AL;MACEIO;57080000;FAROL;RUA DOM VITAL;85;;-9.6509353;-35.7329132
6980724;2704302;CONSULTORIO DE FISIOTERAPIA ANA PAULA RODRIGUES;AL;MACEIO;57080000;JATIUCA;RUA DR JOSE AFONSO DE MELLO;68;;-9.666055690938848;-35.73496341705322
5496756;2601102;CAPS I ARARIPINA;PE;ARARIPINA;56280000;CENTRO;FRANCISCO MUNIZ NETO;164;CASA;-7.576;-40.498
5520460;2609907;UNIDADE MOVEL ODONTO MEDICA DE OURICURI;PE;OURICURI;56200000;RENASCENCA;RUA MASCARENHAS DE MORAIS;S/N;GARAGEM;-7.883;-40.082
5509912;2700409;CAPS DR LUIZ AUGUSTO DA ROCHA TENORIO;AL;ATALAIA;57690000;CIDADE ALTA;AVENIDA SAO SEBASTIAO;208;;-9.515729935513674;-36.003313064575195
5528585;2704302;PREVENDOR;AL;MACEIO;57052480;GRUTA DE LOURDES;AVENIDA MENDONCA JUNIOR;915;;-9.6281714;-35.7370361
5528615;2704302;CLINICA SANTA CLARA;AL;MACEIO;57057050;FAROL;RUA COM FRANCISCO AMORIM LEAO;240;240 A;-9.666013384856118;-35.73502779006958
5547296;2704302;CONSULTORIO ODONTOLOGICO MARIA APARECIDA CAVALCANTE AUTO;AL;MACEIO;57035030;PONTA VERDE;RUA DESPORTISTA HUMBERTO GUIMARAES;285;;-9.6624785;-35.7040254480322
6981720;2608008;NASF JATAUBA;PE;JATAUBA;55180000;CENTRO;PRACA RODOLFO GRAUSSA;S/N;;-7.9908827;-36.4973768
7090226;2610707;NORCLINICAS INTERMEDICAS;PE;PAULISTA;53401220;CENTRO;RUA EPITACIO PESSOA;281;CASA;-7.9397408;-34.884083
7088248;2612208;SOLANGE FERREIRA ROCHA;PE;SALGUEIRO;56000000;COPO DE CRISTAL;RUA MARCILDO BARROS A LUZ;191;CASA;-8.058209829960756;-39.12451386451721
7101503;2706703;USF JOSE EDILENO DA SILVA;AL;PENEDO;57200000;RAIMUNDO MARINHO;RUA PROJETADA;S/N;;-10.29;-36.586
5601312;2600302;SAMU AGRESTINA;PE;AGRESTINA;55495000;CENTRO;SEVERINO PIMENTEL MAGALHAES;135;;-8.4491372;-35.9515349
5592089;2600708;USF ENFERMEIRA MARIELLY BALDINO;PE;ALIANCA;55890000;CENTRO;RUA JOSE EMIDIO;S/N;;-7.600512691216171;-35.23098707199097
5580412;2608008;SAMU JATAUBA PE;PE;JATAUBA;55180000;CENTRO;AVENIDA PEDRO DOCA FILHO;73;;-7.986392664451823;-36.49574518203735
5667178;2604106;CONSULTORIO MEDICO;PE;CARUARU;55014410;MAURICIO DE NASSAU;AV AGAMENON MAGALHAES;444;6 SL 106 EMP DIFUSO;-8.2737812;-35.9740891
5667240;2604106;SUANE EVANGELISTA;PE;CARUARU;55012650;MAURICIO DE NASSAU;RUA LUIZ DE CAMOES;493;;-8.27602637272043;-35.96876621246338
7870337;2603009;ACADEMIA DA SAUDE VILA DAS FLORES;PE;CABROBO;56180000;COAHB;RUA GREGORIO DE SOUZA MENEZES;S/N;;-8.505543188992187;-39.32189226150513
5914485;2603702;UNIDADE DE SAUDE DA FAMILIA MANOEL FELIPE VIEIRA DA SILVA;PE;CANHOTINHO;55420000;CENTRO;POVOADO DO GARROTE;161;;-8.882;-36.191
5937868;2611606;SS FISIOTERAPIA;PE;RECIFE;52010065;DERBY;RUA VISCONDESSA DO LIVRAMENTO;54;SALA D;-8.054;-34.881
5928788;2700300;LABORATORIO DE ANALISES CLINICAS SANTA TEREZINHA DAS ROSAS;AL;ARAPIRACA;57300180;CENTRO;AVENIDA PEDRO LEAO;162;;-9.752;-36.661
5921589;2704302;CONSULTORIO MEDICO MARLUCE BARBOSA ABREU PINTO;AL;MACEIO;57080000;PINHEIRO;RUA PROF JOSE SILVEIRA CAMERINO;1085;SALA 602;-9.665971078768072;-35.73502779006958
5930545;2704302;CONS ODONTOLOGICO MARILYN DE LIMA MOURA;AL;MACEIO;57055220;FAROL;RUA PROFESSOR GUEDES DE MIRANDA;245;;-9.6466427;-35.7356177
5931975;2704302;NOT;AL;MACEIO;57052782;GRUTA DE LOURDES;RUA PUBLICITARIO RANILDO CAVALCANTE;267;;-9.665992231812757;-35.73500633239746
7870493;2611606;LABORATORIO MARCELO MAGALHAES;PE;RECIFE;50050030;BOA VISTA;RUA SETE DE SETEMBRO;508;;-8.054;-34.881
5937906;2704302;ANGIONEURO;AL;MACEIO;57055000;FAROL;AV FERNANDES LIMA;5;HOSPITAL DO ACUCAR;-9.666013384856118;-35.73496341705322
7023014;2601102;CONSULTORIO DE PSICOLOGIA DO ARARIPE LTDA;PE;ARARIPINA;56280000;CENTRO;RUA JOAQUIM RODRIGUES NOGUEIRA;65;CASA;-7.576;-40.498
6994962;2603009;CONSULTORIO ODOTOLOGICO GILBERTO MUNIZ;PE;CABROBO;56180000;CENTRO;AV JOAO PIRES DA SILVA;700;;-8.5103353;-39.3120366
7022735;2606002;FARMACIA CENTRAL DE GARANHUNS;PE;GARANHUNS;55296350;HELIOPOLIS;AVENIDA AGAMENON MAGALHAES;S/N;;-8.8934348;-36.4869156
